code,stock,sector,industry,Oppr,Clpr,change,Dampltd,DMC
2917,金奥博,制造业,化学原料及化学制品制造业,13.42,13.83,3.06%,6.9424,2501791680
2919,名臣健康,制造业,化学原料及化学制品制造业,14.7,14.69,-0.07%,2.106,1794174094
200553,安道麦B,制造业,化学原料及化学制品制造业,5.12,5.15,0.59%,1.1673,733813593.4
300019,硅宝科技,制造业,化学原料及化学制品制造业,7.59,7.49,-1.32%,1.4493,2478455613
300037,新宙邦,制造业,化学原料及化学制品制造业,25.12,24.53,-2.35%,2.3828,9291997557
300041,回天新材,制造业,化学原料及化学制品制造业,9.64,9.69,0.52%,1.5496,4125153272
300054,鼎龙股份,制造业,化学原料及化学制品制造业,8.62,8.76,1.62%,5.3004,8395733700
300067,安诺其,制造业,化学原料及化学制品制造业,4.06,4.04,-0.49%,1.7199,3772674671
300072,三聚环保,制造业,化学原料及化学制品制造业,6.78,6.77,-0.15%,2.9718,15907606445
300082,奥克股份,制造业,化学原料及化学制品制造业,5.87,5.8,-1.19%,2.0513,3948176000
300107,建新股份,制造业,化学原料及化学制品制造业,7.82,7.75,-0.90%,2.3047,4255210288
300109,新开源,制造业,化学原料及化学制品制造业,15.07,14.95,-0.80%,3.6642,4829881296
300121,阳谷华泰,制造业,化学原料及化学制品制造业,7.03,6.93,-1.42%,1.8545,2693079123
300132,青松股份,制造业,化学原料及化学制品制造业,9.79,9.72,-0.72%,1.9648,5021166212
300135,宝利国际,制造业,化学原料及化学制品制造业,2.68,2.67,-0.37%,1.8657,2460672000
300174,元力股份,制造业,化学原料及化学制品制造业,17.5,18.08,3.31%,4.9307,4425984000
300192,科斯伍德,制造业,化学原料及化学制品制造业,8.97,9,0.33%,1.1148,2182950000
300200,高盟新材,制造业,化学原料及化学制品制造业,9.23,9.21,-0.22%,1.1944,2455746765
300214,日科化学,制造业,化学原料及化学制品制造业,6.84,6.74,-1.46%,3.0612,2869977018
300225,金力泰,制造业,化学原料及化学制品制造业,5.33,5.25,-1.50%,1.8975,2469285000
300236,上海新阳,制造业,化学原料及化学制品制造业,31.53,31.61,0.25%,2.5063,6124941490
300243,瑞丰高材,制造业,化学原料及化学制品制造业,7.63,7.54,-1.18%,2.3622,1751739179
300261,雅本化学,制造业,化学原料及化学制品制造业,4.46,4.46,0.00%,2.2472,4296360241
300285,国瓷材料,制造业,化学原料及化学制品制造业,21.5,21.63,0.60%,1.9544,20837067106
300387,富邦股份,制造业,化学原料及化学制品制造业,10.36,10.25,-1.06%,2.3301,2962834435
300398,飞凯材料,制造业,化学原料及化学制品制造业,13.31,13.15,-1.20%,2.855,6806992668
300405,科隆股份,制造业,化学原料及化学制品制造业,7.17,7.06,-1.53%,2.3776,1609717362
300429,强力新材,制造业,化学原料及化学制品制造业,11.58,11.59,0.09%,2.5862,5971786767
300437,清水源,制造业,化学原料及化学制品制造业,11.1,11.12,0.18%,1.7086,2427740251
300446,乐凯新材,制造业,化学原料及化学制品制造业,13.6,13.22,-2.79%,3.6873,2435124000
300459,金科文化,制造业,化学原料及化学制品制造业,2.51,2.54,1.20%,3.9841,9000601910
300481,濮阳惠成,制造业,化学原料及化学制品制造业,14.4,14.64,1.67%,3.8251,3763416960
300487,蓝晓科技,制造业,化学原料及化学制品制造业,31.26,30.83,-1.38%,2.0166,6367743813
300505,川金诺,制造业,化学原料及化学制品制造业,21.6,21.53,-0.32%,0.9731,2164327407
300522,世名科技,制造业,化学原料及化学制品制造业,15.29,15.23,-0.39%,1.3734,1842540630
300530,达志科技,制造业,化学原料及化学制品制造业,45,46.29,2.87%,10.5157,3259093740
300535,达威股份,制造业,化学原料及化学制品制造业,13.83,13.85,0.14%,1.442,1439541203
300537,广信材料,制造业,化学原料及化学制品制造业,18.72,18.16,-2.99%,3.6605,3505380925
300568,星源材质,制造业,化学原料及化学制品制造业,28.67,28.4,-0.94%,2.9086,6543544344
300575,中旗股份,制造业,化学原料及化学制品制造业,25.35,24.47,-3.47%,3.7825,3230774100
300576,容大感光,制造业,化学原料及化学制品制造业,20.13,20.5,1.84%,4.6477,2460000000
300596,利安隆,制造业,化学原料及化学制品制造业,30.02,30.49,1.57%,3.8692,6250767706
300610,晨化股份,制造业,化学原料及化学制品制造业,11.91,11.95,0.34%,0.8446,1800626000
300637,扬帆新材,制造业,化学原料及化学制品制造业,12.52,12.48,-0.32%,1.6773,2929807296
300641,正丹股份,制造业,化学原料及化学制品制造业,5.36,5.43,1.31%,5.7621,2658528000
300655,晶瑞股份,制造业,化学原料及化学制品制造业,17.6,17.36,-1.36%,2.5554,2628755134
300665,飞鹿股份,制造业,化学原料及化学制品制造业,10.15,10.11,-0.39%,0.8867,1229376000
300684,中石科技,制造业,化学原料及化学制品制造业,27.7,26.98,-2.60%,5.4448,6800319792
300721,怡达股份,制造业,化学原料及化学制品制造业,19.53,19.5,-0.15%,3.2341,1571407500
300725,药石科技,制造业,化学原料及化学制品制造业,63.73,62.51,-1.91%,3.124,8938930063
300727,润禾材料,制造业,化学原料及化学制品制造业,15,14.84,-1.07%,1.8692,1882899200
300740,御家汇,制造业,化学原料及化学制品制造业,8.34,8.43,1.08%,2.6379,3465748411
300741,华宝股份,制造业,化学原料及化学制品制造业,30.3,30.34,0.13%,2.2076,18685799200
300758,七彩化学,制造业,化学原料及化学制品制造业,29.02,28.89,-0.45%,1.0686,3081985200
300769,德方纳米,制造业,化学原料及化学制品制造业,101,103.96,2.93%,5.9192,4443837982
600075,新疆天业,制造业,化学原料及化学制品制造业,4.67,4.68,0.21%,1.9313,4551404607
600078,澄星股份,制造业,化学原料及化学制品制造业,5.22,5.1,-2.30%,3.6468,3379121591
600091,综合T明科,制造业,化学原料及化学制品制造业,3.55,3.5,-1.41%,1.983,1530943834
600096,云天化,制造业,化学原料及化学制品制造业,5.4,5.34,-1.11%,1.8587,7623784169
600135,乐凯胶片,制造业,化学原料及化学制品制造业,7.07,7.07,0.00%,2.5568,2637051566
600141,兴发集团,制造业,化学原料及化学制品制造业,10.46,10.36,-0.96%,1.244,7533593378
600160,巨化股份,制造业,化学原料及化学制品制造业,7.31,7.22,-1.23%,1.7808,19820099264
600165,新日恒力,制造业,化学原料及化学制品制造业,4.09,4.08,-0.24%,2.2005,2794325802
600226,瀚叶股份,制造业,化学原料及化学制品制造业,2.89,2.91,0.69%,8.1851,9133442834
600228,综合T昌九,制造业,化学原料及化学制品制造业,6.58,6.91,5.02%,5.4711,1667521200
600230,沧州大化,制造业,化学原料及化学制品制造业,12.8,12.68,-0.94%,2.5822,5222429205
600249,两面针,制造业,化学原料及化学制品制造业,4.26,4.26,0.00%,2.1176,2343000000
600273,嘉化能源,制造业,化学原料及化学制品制造业,10.59,10.39,-1.89%,3.4384,14886070342
600277,亿利洁能,制造业,化学原料及化学制品制造业,4.51,4.47,-0.89%,2.0089,12243062466
600301,综合T南化,制造业,化学原料及化学制品制造业,6.51,6.49,-0.31%,0.9231,1526111429
600309,万华化学,制造业,化学原料及化学制品制造业,43.46,43.89,0.99%,2.2989,1.38E+11
600315,上海家化,制造业,化学原料及化学制品制造业,33.63,34.23,1.78%,4.353,22976834820
600319,亚星化学,制造业,化学原料及化学制品制造业,4.8,4.77,-0.63%,2.7197,1505383380
600328,兰太实业,制造业,化学原料及化学制品制造业,7.99,8,0.13%,1.7588,3504248584
600352,浙江龙盛,制造业,化学原料及化学制品制造业,14.38,14.16,-1.53%,2.1558,46067179138
600367,红星发展,制造业,化学原料及化学制品制造业,7.7,7.65,-0.65%,1.1688,2280044250
600378,昊华科技,制造业,化学原料及化学制品制造业,12.49,12.51,0.16%,2.6442,10473196847
600389,江山股份,制造业,化学原料及化学制品制造业,19.3,19.27,-0.16%,1.7617,5723190000
600409,三友化工,制造业,化学原料及化学制品制造业,5.29,5.26,-0.57%,0.947,10858478096
600423,*综合T柳化,制造业,化学原料及化学制品制造业,3.01,3,-0.33%,1.3201,2396085078
600426,华鲁恒升,制造业,化学原料及化学制品制造业,15.78,15.75,-0.19%,2.4081,25619891063
600470,六国化工,制造业,化学原料及化学制品制造业,4.59,4.54,-1.09%,2.1739,2368064000
600486,扬农化工,制造业,化学原料及化学制品制造业,54.28,54.47,0.35%,2.4963,16880193464
600500,中化国际,制造业,化学原料及化学制品制造业,5.18,5.17,-0.19%,1.5444,13999928160
600589,广东榕泰,制造业,化学原料及化学制品制造业,4.4,4.43,0.68%,3.4091,3124504831
600596,新安股份,制造业,化学原料及化学制品制造业,9.7,9.63,-0.72%,2.4742,6791891016
600618,氯碱化工,制造业,化学原料及化学制品制造业,7.61,7.59,-0.26%,1.5727,5691285418
600623,华谊集团,制造业,化学原料及化学制品制造业,7.46,7.46,0.00%,1.4745,13891987852
600636,三爱富,制造业,化学原料及化学制品制造业,9.48,9.44,-0.42%,2.7484,4219084194
600691,阳煤化工,制造业,化学原料及化学制品制造业,2.41,2.42,0.41%,1.2448,5749876324
600722,金牛化工,制造业,化学原料及化学制品制造业,5.14,5.16,0.39%,2.1359,3510449528
600727,鲁北化工,制造业,化学原料及化学制品制造业,6.6,6.56,-0.61%,1.6667,2302472142
600731,湖南海利,制造业,化学原料及化学制品制造业,6.34,6.26,-1.26%,2.0344,2223694089
600746,江苏索普,制造业,化学原料及化学制品制造业,6.3,6.28,-0.32%,1.746,1924326719
600796,钱江生化,制造业,化学原料及化学制品制造业,5.26,5.29,0.57%,2.4857,1594417342
600803,新奥股份,制造业,化学原料及化学制品制造业,9.08,9.03,-0.55%,1.7621,11101082720
600844,丹化科技,制造业,化学原料及化学制品制造业,4.14,4.09,-1.21%,2.4038,3364968293
600989,宝丰能源,制造业,化学原料及化学制品制造业,10.42,10.31,-1.06%,1.3487,75606941600
601208,东材科技,制造业,化学原料及化学制品制造业,4.65,4.65,0.00%,2.1322,2913694650
601216,君正集团,制造业,化学原料及化学制品制造业,3.01,3,-0.33%,1.3333,25314052170
601678,滨化股份,制造业,化学原料及化学制品制造业,5.86,5.78,-1.37%,2.7257,8926632000
603002,宏昌电子,制造业,化学原料及化学制品制造业,3.9,3.91,0.26%,1.7812,2402349747
603010,万盛股份,制造业,化学原料及化学制品制造业,11.1,10.98,-1.08%,2.9946,3890239704
603026,石大胜华,制造业,化学原料及化学制品制造业,30.78,30.27,-1.66%,3.7368,6135123600
603041,美思德,制造业,化学原料及化学制品制造业,15.41,15.44,0.19%,1.5524,1553921744
603067,振华股份,制造业,化学原料及化学制品制造业,6.1,6.12,0.33%,1.4754,2638944000
603077,和邦生物,制造业,化学原料及化学制品制造业,1.62,1.62,0.00%,3.0864,14306625369
603078,江化微,制造业,化学原料及化学制品制造业,25.88,26.8,3.55%,4.9383,2926560000
603086,先达股份,制造业,化学原料及化学制品制造业,28.02,28.37,1.25%,3.066,3177440000
603110,东方材料,制造业,化学原料及化学制品制造业,15.16,14.94,-1.45%,2.994,2147376697
603181,皇马科技,制造业,化学原料及化学制品制造业,14.84,14.9,0.40%,2.1592,4172000000
603188,综合T亚邦,制造业,化学原料及化学制品制造业,5.76,6.07,5.38%,5.5363,3496320000
603192,汇得科技,制造业,化学原料及化学制品制造业,27.14,26.84,-1.11%,1.8764,2862933342
603217,元利科技,制造业,化学原料及化学制品制造业,52.28,51.94,-0.65%,1.1734,4728617600
603227,雪峰科技,制造业,化学原料及化学制品制造业,3.88,3.84,-1.03%,1.8088,2529408000
603260,合盛硅业,制造业,化学原料及化学制品制造业,30.09,30.15,0.20%,1.8654,28280700000
603330,上海天洋,制造业,化学原料及化学制品制造业,13.96,13.83,-0.93%,1.6382,1510236000
603360,百傲化学,制造业,化学原料及化学制品制造业,30.3,29.8,-1.65%,4.3579,5562944800
603378,亚士创能,制造业,化学原料及化学制品制造业,13.8,13.05,-5.43%,7.2819,2542140000
603379,三美股份,制造业,化学原料及化学制品制造业,39.37,39.1,-0.69%,1.1139,17049807391
603585,苏利股份,制造业,化学原料及化学制品制造业,22.51,22.55,0.18%,1.5972,4059000000
603599,广信股份,制造业,化学原料及化学制品制造业,14.51,14.43,-0.55%,2.7435,6705319918
603605,珀莱雅,制造业,化学原料及化学制品制造业,78.37,75.76,-3.33%,4.3102,15249412208
603630,拉芳家化,制造业,化学原料及化学制品制造业,13.95,13.83,-0.86%,1.2912,3135537600
603639,海利尔,制造业,化学原料及化学制品制造业,24.45,24.3,-0.61%,1.8352,4122953298
603650,彤程新材,制造业,化学原料及化学制品制造业,19.49,19.34,-0.77%,1.7445,11332998250
603681,永冠新材,制造业,化学原料及化学制品制造业,25.19,26.41,4.84%,12.2664,4399684262
603683,晶华新材,制造业,化学原料及化学制品制造业,13.11,13.12,0.08%,2.0611,1661910400
603722,阿科力,制造业,化学原料及化学制品制造业,25,25.45,1.80%,4.127,2206515000
603737,三棵树,制造业,化学原料及化学制品制造业,59.2,58.46,-1.25%,3.5972,10895802919
603790,雅运股份,制造业,化学原料及化学制品制造业,16.19,16.48,1.79%,4.3103,3153612800
603810,综合T丰山,制造业,化学原料及化学制品制造业,29.9,30.26,1.20%,3.588,2420800000
603822,嘉澳环保,制造业,化学原料及化学制品制造业,23.66,23.56,-0.42%,1.3559,1728243305
603823,百合花,制造业,化学原料及化学制品制造业,21.92,21.31,-2.78%,3.7608,4794750000
603867,新化股份,制造业,化学原料及化学制品制造业,27.85,28.5,2.33%,3.5357,3990000000
603879,永悦科技,制造业,化学原料及化学制品制造业,7.19,7.3,1.53%,3.0429,1463007600
603906,龙蟠科技,制造业,化学原料及化学制品制造业,10.37,10.14,-2.22%,2.6341,3089406528
603916,苏博特,制造业,化学原料及化学制品制造业,12.18,12.1,-0.66%,1.5599,3758381000
603928,兴业股份,制造业,化学原料及化学制品制造业,12.35,12.26,-0.73%,1.4622,2471616000
603938,三孚股份,制造业,化学原料及化学制品制造业,17.65,17.49,-0.91%,1.3652,2626413834
603968,醋化股份,制造业,化学原料及化学制品制造业,16.93,16.92,-0.06%,1.5948,3459801600
603977,国泰集团,制造业,化学原料及化学制品制造业,8.62,8.6,-0.23%,2.0882,3364612228
603980,吉华集团,制造业,化学原料及化学制品制造业,8.63,8.49,-1.62%,2.4166,5943000000
603983,丸美股份,制造业,化学原料及化学制品制造业,44.6,44.41,-0.43%,4.5646,17808410000
900908,氯碱B股,制造业,化学原料及化学制品制造业,0.624,0.622,-0.32%,1.7628,1693210759
900909,华谊B股,制造业,化学原料及化学制品制造业,0.723,0.715,-1.11%,1.8131,1163823139
900921,丹科B股,制造业,化学原料及化学制品制造业,0.315,0.308,-2.22%,2.8939,399655825.1
900951,综合T大化B,制造业,化学原料及化学制品制造业,0.359,0.357,-0.56%,2.9155,657350347.5
4,国农科技,制造业,医药制造业,19.99,19.95,-0.20%,1.864,1675334846
153,丰原药业,制造业,医药制造业,5.95,5.95,0.00%,3.0252,1857240319
403,振兴生化,制造业,医药制造业,29,28.87,-0.45%,3.0334,7869315283
423,东阿阿胶,制造业,医药制造业,32.27,32.04,-0.71%,1.2713,20954850045
513,丽珠集团,制造业,医药制造业,26.69,28.32,6.11%,7.4172,17413924331
518,四环生物,制造业,医药制造业,3.25,3.25,0.00%,1.8349,3346057722
534,万泽股份,制造业,医药制造业,8.78,9.01,2.62%,4.9143,4430983715
538,云南白药,制造业,医药制造业,76.5,78,1.96%,3.1539,99637458726
566,海南海药,制造业,医药制造业,5.78,5.81,0.52%,2.0725,7762039524
590,启迪古汉,制造业,医药制造业,11.1,10.96,-1.26%,2.1583,2624605086
597,东北制药,制造业,医药制造业,11.19,11.08,-0.98%,2.6009,6727765817
623,吉林敖东,制造业,医药制造业,16.08,15.98,-0.62%,1.4888,18585242219
650,仁和药业,制造业,医药制造业,7.45,7.68,3.09%,5.4054,9510451784
661,长春高新,制造业,医药制造业,331.33,325.13,-1.87%,3.6822,55308600719
739,普洛药业,制造业,医药制造业,11.5,11.48,-0.17%,2.2628,13529449688
756,新华制药,制造业,医药制造业,6.92,6.89,-0.43%,1.5919,2941061590
766,通化金马,制造业,医药制造业,6.94,6.96,0.29%,3.1117,6726803161
788,北大医药,制造业,医药制造业,6.3,6.28,-0.32%,2.4,3742801029
790,泰合健康,制造业,医药制造业,4.29,4.34,1.17%,3.4803,2675004848
813,德展健康,制造业,医药制造业,7.35,7.32,-0.41%,2.1858,16407646776
908,景峰医药,制造业,医药制造业,4.25,4.2,-1.18%,2.5822,3695052274
915,山大华特,制造业,医药制造业,23,22.74,-1.13%,1.7943,5328697969
919,金陵药业,制造业,医药制造业,7.56,7.64,1.06%,2.5132,3850560000
931,中关村,制造业,医药制造业,7.81,7.81,0.00%,1.2821,5881921729
952,广济药业,制造业,医药制造业,9.16,9.17,0.11%,1.5267,2308139554
989,九芝堂,制造业,医药制造业,8.13,8.12,-0.12%,1.956,7059156396
999,华润三九,制造业,医药制造业,29.7,29.77,0.24%,1.2429,29141853000
2001,新和成,制造业,医药制造业,21.5,21.1,-1.86%,2.058,45336774530
2007,华兰生物,制造业,医药制造业,32.97,32.79,-0.55%,2.0322,46006305266
2019,亿帆医药,制造业,医药制造业,11.43,11.37,-0.52%,1.759,13995385040
2020,京新药业,制造业,医药制造业,12.93,12.85,-0.62%,2.7842,9314605200
2022,科华生物,制造业,医药制造业,9.57,9.51,-0.63%,1.3613,4899782075
2030,达安基因,制造业,医药制造业,10.3,10.23,-0.68%,1.3553,8157530069
2038,双鹭药业,制造业,医药制造业,13.8,13.62,-1.30%,2.1014,13992507000
2099,海翔药业,制造业,医药制造业,7.2,7.1,-1.39%,2.4965,11492878296
2102,综合T冠福,制造业,医药制造业,2.17,2.15,-0.92%,1.8433,5662748024
2107,沃华医药,制造业,医药制造业,7.86,7.81,-0.64%,1.7812,2817504360
2118,紫鑫药业,制造业,医药制造业,5.87,5.76,-1.87%,2.4055,7377176598
2166,莱茵生物,制造业,医药制造业,6.98,7.12,2.01%,5.4441,4024328949
2198,嘉应制药,制造业,医药制造业,6.3,6.15,-2.38%,3.8961,3121185565
2219,恒康医疗,制造业,医药制造业,2.54,2.52,-0.79%,1.581,4700395804
2252,上海莱士,制造业,医药制造业,8.4,8.25,-1.79%,3.1727,41040632317
2262,恩华药业,制造业,医药制造业,12.8,12.74,-0.47%,2.4903,12989725798
2275,桂林三金,制造业,医药制造业,13.45,13.5,0.37%,1.1119,7967700000
2287,奇正藏药,制造业,医药制造业,21.18,20.95,-1.09%,1.508,11104882616
2294,信立泰,制造业,医药制造业,22.2,22.09,-0.50%,1.5837,23106493440
2317,众生药业,制造业,医药制造业,10.96,11.12,1.46%,2.7298,9056807165
2332,仙琚制药,制造业,医药制造业,7.4,7.36,-0.54%,1.6194,6743321542
2349,精华制药,制造业,医药制造业,5.4,5.41,0.19%,1.2915,4521268863
2365,永安药业,制造业,医药制造业,8.75,8.41,-3.89%,4.5618,2478279825
2370,亚太药业,制造业,医药制造业,9.47,9.37,-1.06%,3.8618,5026953053
2390,信邦制药,制造业,医药制造业,5.6,5.64,0.71%,2.3173,9403169366
2393,力生制药,制造业,医药制造业,23.23,23.21,-0.09%,1.2909,4234780364
2399,海普瑞,制造业,医药制造业,22.51,22.64,0.58%,2.6955,28236646579
2411,延安必康,制造业,医药制造业,17.49,17.15,-1.94%,2.695,26278669039
2412,汉森制药,制造业,医药制造业,11.81,11.7,-0.93%,4.1916,5887440000
2422,科伦药业,制造业,医药制造业,30.34,27.59,-9.06%,8.9723,39723697395
2424,贵州百灵,制造业,医药制造业,9.33,9.19,-1.50%,4.3478,12968928000
2433,太安堂,制造业,医药制造业,4.57,4.56,-0.22%,1.9694,3496485792
2435,长江润发,制造业,医药制造业,4.12,4.13,0.24%,1.699,5104609873
2437,誉衡药业,制造业,医药制造业,3.31,3.33,0.60%,2.4096,7319749424
2550,千红制药,制造业,医药制造业,4.88,4.85,-0.61%,2.0534,6207878750
2562,兄弟科技,制造业,医药制造业,5.41,5.36,-0.92%,3.8603,4834882531
2566,益盛药业,制造业,医药制造业,6.2,6.19,-0.16%,1.1327,2048590404
2581,未名医药,制造业,医药制造业,6.39,6.27,-1.88%,6.8966,4136542124
2603,以岭药业,制造业,医药制造业,10.68,10.62,-0.56%,2.058,12810975911
2644,佛慈制药,制造业,医药制造业,6.64,6.65,0.15%,1.6616,3395869050
2653,海思科,制造业,医药制造业,21.41,21.19,-1.03%,4.0547,22976317000
2675,东诚药业,制造业,医药制造业,13.4,14.11,5.30%,6.0674,11319244140
2688,金河生物,制造业,医药制造业,4.92,4.88,-0.81%,2.6104,3100213516
2693,双成药业,制造业,医药制造业,4.31,4.29,-0.46%,1.8605,1737450000
2728,特一药业,制造业,医药制造业,15.19,15.14,-0.33%,1.3193,3041690254
2737,葵花药业,制造业,医药制造业,14.88,15.21,2.22%,3.0344,8882640000
2750,龙津药业,制造业,医药制造业,9.51,9.36,-1.58%,2.8632,3748680000
2755,奥赛康,制造业,医药制造业,11.36,11.79,3.79%,5.4434,10943010538
2773,康弘药业,制造业,医药制造业,34.63,33.99,-1.85%,3.2551,29761565279
2817,黄山胶囊,制造业,医药制造业,18.68,18.51,-0.91%,1.1777,1604261700
2821,凯莱英,制造业,医药制造业,107.11,107.16,0.05%,1.805,24797891528
2826,易明医药,制造业,医药制造业,11.2,11.41,1.88%,3.012,2164705200
2864,盘龙药业,制造业,医药制造业,27.5,26.73,-2.80%,3.6819,2316689100
2868,绿康生化,制造业,医药制造业,19.8,20.15,1.77%,2.9175,2418000000
2873,新天药业,制造业,医药制造业,14.97,15.75,5.21%,10.6242,1844262000
2880,卫光生物,制造业,医药制造业,49,49.2,0.41%,2.9592,5313600000
2898,赛隆药业,制造业,医药制造业,13.63,13.81,1.32%,2.2761,2209600000
2900,哈三联,制造业,医药制造业,11.42,12.03,5.34%,6.8182,3808698602
2907,华森制药,制造业,医药制造业,15.97,16.15,1.13%,2.1902,6484971130
2923,润都股份,制造业,医药制造业,19.3,18.99,-1.61%,2.7849,3521116305
2932,明德生物,制造业,医药制造业,39.18,38.77,-1.05%,1.8955,2581506149
2940,昂利康,制造业,医药制造业,31.82,32.26,1.38%,2.4843,2903400000
2942,新农股份,制造业,医药制造业,24.57,24.99,1.71%,1.9878,2998800000
300006,莱美药业,制造业,医药制造业,4.45,4.36,-2.02%,3.4884,3541371654
300009,安科生物,制造业,医药制造业,15.61,15.66,0.32%,1.8495,16448008350
300016,北陆药业,制造业,医药制造业,9.19,9.15,-0.44%,1.9759,4474257365
300026,红日药业,制造业,医药制造业,3.3,3.28,-0.61%,1.2158,9876259721
300039,上海凯宝,制造业,医药制造业,4.29,4.32,0.70%,2.331,4628853216
300086,康芝药业,制造业,医药制造业,5.28,5.25,-0.57%,2.1033,2362500000
300108,吉药控股,制造业,医药制造业,4.18,4.09,-2.15%,3.3654,2724000017
300110,华仁药业,制造业,医药制造业,3.89,3.87,-0.51%,2.5707,4575164240
300119,瑞普生物,制造业,医药制造业,14.36,13.96,-2.79%,3.8808,5646728743
300122,智飞生物,制造业,医药制造业,49.95,48.68,-2.54%,3.0449,77888000000
300142,沃森生物,制造业,医药制造业,29.14,28.37,-2.64%,3.564,43617087236
300147,香雪制药,制造业,医药制造业,6.36,6.36,0.00%,1.2638,4206989491
300158,振东制药,制造业,医药制造业,5.53,5.94,7.41%,7.8995,6136344680
300181,佐力药业,制造业,医药制造业,5.21,5.24,0.58%,3.0769,3189194204
300194,福安药业,制造业,医药制造业,4.4,4.37,-0.68%,2.5229,5199043109
300199,翰宇药业,制造业,医药制造业,8.19,8.1,-1.10%,2.3486,7427109024
300204,舒泰神,制造业,医药制造业,11.33,11.29,-0.35%,1.7668,5374430002
300233,金城医药,制造业,医药制造业,20.22,19.91,-1.53%,2.0368,7827661059
300239,东宝生物,制造业,医药制造业,4.52,4.61,1.99%,5.2516,2409859558
300254,仟源医药,制造业,医药制造业,7.86,7.87,0.13%,2.0279,1639383960
300255,常山药业,制造业,医药制造业,6.35,6.31,-0.63%,1.8898,5899641000
300267,尔康制药,制造业,医药制造业,5,5.15,3.00%,6.841,10622415081
300289,利德曼,制造业,医药制造业,5.42,5.38,-0.74%,2.3941,2265259679
300294,博雅生物,制造业,医药制造业,36.82,36.35,-1.28%,2.1497,15751358770
300357,我武生物,制造业,医药制造业,35.1,34.35,-2.14%,3.02,17985110400
300363,博腾股份,制造业,医药制造业,15.15,14.71,-2.90%,6.4935,7983816210
300381,溢多利,制造业,医药制造业,9.97,9.94,-0.30%,2.2111,4266574112
300406,九强生物,制造业,医药制造业,15.5,15.54,0.26%,2.5161,7797784634
300434,金石东方,制造业,医药制造业,7.78,7.63,-1.93%,2.0566,3065305743
300436,广生堂,制造业,医药制造业,37.26,37.28,0.05%,4.0609,5219200000
300439,美康生物,制造业,医药制造业,14.46,14.43,-0.21%,1.0359,4994775669
300452,山河药辅,制造业,医药制造业,15.29,15.21,-0.52%,3.3943,2117232000
300463,迈克生物,制造业,医药制造业,23.93,24,0.29%,2.8033,13389240000
300482,万孚生物,制造业,医药制造业,45.55,44.93,-1.36%,2.5994,15404854045
300485,赛升药业,制造业,医药制造业,9.95,9.88,-0.70%,1.3065,4783560080
300497,富祥股份,制造业,医药制造业,16,16.24,1.50%,4.0867,4358800069
300501,海顺新材,制造业,医药制造业,11.98,11.96,-0.17%,2.0084,1872096408
300519,新光药业,制造业,医药制造业,13.73,13.76,0.22%,2.3307,2201600000
300534,陇神戎发,制造业,医药制造业,6,5.94,-1.00%,2.5084,1801869300
300558,贝达药业,制造业,医药制造业,48.49,48.98,1.01%,2.379,19640980000
300573,兴齐眼药,制造业,医药制造业,83.21,86.42,3.86%,10.5307,7123600600
300583,赛托生物,制造业,医药制造业,32.03,31.96,-0.22%,1.5005,3449879597
300584,海辰药业,制造业,医药制造业,35.35,35.35,0.00%,3.2511,4242000000
300601,康泰生物,制造业,医药制造业,70.3,67.6,-3.84%,6.0804,43616933516
300630,普利制药,制造业,医药制造业,48.08,48.1,0.04%,5.2205,13216179425
300636,同和药业,制造业,医药制造业,21.62,21.3,-1.48%,1.8955,1724256300
300639,凯普生物,制造业,医药制造业,17.36,16.86,-2.88%,4.2075,3665771793
300642,透景生命,制造业,医药制造业,39.7,39.84,0.35%,2.8101,3619071576
300683,海特生物,制造业,医药制造业,33.17,33.25,0.24%,2.3831,3436555080
300685,艾德生物,制造业,医药制造业,52.5,52.9,0.76%,2.277,7787197400
300702,天宇股份,制造业,医药制造业,34.05,34.45,1.17%,2.9024,6278141267
300705,九典制药,制造业,医药制造业,10.53,10.5,-0.28%,2.1863,2464140000
300723,一品红,制造业,医药制造业,38.96,38.85,-0.28%,2.4471,6261959550
600056,中国医药,制造业,医药制造业,13.53,13.41,-0.89%,1.2509,14328391011
600062,华润双鹤,制造业,医药制造业,13.1,13.13,0.23%,1.2204,13697711132
600079,人福医药,制造业,医药制造业,10.7,10.71,0.09%,1.5888,14498173074
600080,金花股份,制造业,医药制造业,5.99,6.02,0.50%,2.1703,2247087116
600085,同仁堂,制造业,医药制造业,28.18,28.17,-0.04%,1.4539,38634317281
600129,太极集团,制造业,医药制造业,10.04,9.92,-1.20%,1.5905,5524356180
600161,天坛生物,制造业,医药制造业,28.68,27.9,-2.72%,3.3798,29165733915
600195,中牧股份,制造业,医药制造业,16.1,15.98,-0.75%,4.9607,13461679840
600196,复星医药,制造业,医药制造业,26.54,26.58,0.15%,1.6196,53451264836
600201,生物股份,制造业,医药制造业,17.44,17.01,-2.47%,3.9587,19157346499
600211,西藏药业,制造业,医药制造业,39.88,39.65,-0.58%,2.7264,7121901478
600216,浙江医药,制造业,医药制造业,11.32,11.31,-0.09%,2.0158,10917067980
600222,太龙药业,制造业,医药制造业,4.49,4.52,0.67%,5.157,2593965999
600227,圣济堂,制造业,医药制造业,2.47,2.45,-0.81%,2.8455,4148178792
600252,中恒集团,制造业,医药制造业,2.93,2.93,0.00%,1.3746,10182063941
