code,stock,sector,industry,Oppr,Clpr,change,Dampltd,DMC
300458,全志科技,制造业,计算机、通信和其他电子设备制造业,22.19,22.33,0.63%,2.3046,7382538204
300460,惠伦晶体,制造业,计算机、通信和其他电子设备制造业,9.11,9.12,0.11%,2.7442,1534660704
300474,景嘉微,制造业,计算机、通信和其他电子设备制造业,39.5,39.4,-0.25%,2.2177,11873625528
300476,胜宏科技,制造业,计算机、通信和其他电子设备制造业,13.58,13.4,-1.33%,4.5455,10440609665
300479,神思电子,制造业,计算机、通信和其他电子设备制造业,14.95,14.93,-0.13%,2.3474,2527458448
300502,新易盛,制造业,计算机、通信和其他电子设备制造业,30.33,30.49,0.53%,2.7577,7209639484
300504,天邑股份,制造业,计算机、通信和其他电子设备制造业,25.64,25.87,0.90%,3.0799,6917844960
300514,友讯达,制造业,计算机、通信和其他电子设备制造业,12.91,14.19,9.91%,9.9225,2838000000
300516,久之洋,制造业,计算机、通信和其他电子设备制造业,34.8,35.07,0.78%,4.3641,6312600000
300531,优博讯,制造业,计算机、通信和其他电子设备制造业,16.6,17.02,2.53%,7.7954,4765600000
300543,朗科智能,制造业,计算机、通信和其他电子设备制造业,27.7,25,-9.75%,10.829,3000000000
300546,雄帝科技,制造业,计算机、通信和其他电子设备制造业,25.13,25.84,2.83%,6.6534,3491927160
300548,博创科技,制造业,计算机、通信和其他电子设备制造业,33.5,34.3,2.39%,4.9866,2858905000
300555,路通视信,制造业,计算机、通信和其他电子设备制造业,9.9,10.13,2.32%,7.5569,2026000000
300563,神宇股份,制造业,计算机、通信和其他电子设备制造业,31.21,30.75,-1.47%,3.4636,2460000000
300565,科信技术,制造业,计算机、通信和其他电子设备制造业,16.4,16.65,1.52%,8.1938,3463200000
300566,激智科技,制造业,计算机、通信和其他电子设备制造业,19.7,19.93,1.17%,4.3129,3093145965
300570,太辰光,制造业,计算机、通信和其他电子设备制造业,33.32,33.69,1.11%,3.6004,7748592192
300581,晨曦航空,制造业,计算机、通信和其他电子设备制造业,17.4,17.73,1.90%,4.3678,3045304800
300582,英飞特,制造业,计算机、通信和其他电子设备制造业,10.95,10.94,-0.09%,3.022,2166120000
300590,移为通信,制造业,计算机、通信和其他电子设备制造业,34.97,34.73,-0.69%,2.5553,5608547700
300602,飞荣达,制造业,计算机、通信和其他电子设备制造业,38,38.54,1.42%,6.4157,11802952080
300615,欣天科技,制造业,计算机、通信和其他电子设备制造业,25.2,26.4,4.76%,9.5238,5013355776
300620,光库科技,制造业,计算机、通信和其他电子设备制造业,34.11,34,-0.32%,1.7595,3071458000
300623,捷捷微电,制造业,计算机、通信和其他电子设备制造业,20.38,20.14,-1.18%,3.1972,5429509168
300627,华测导航,制造业,计算机、通信和其他电子设备制造业,18.02,17.97,-0.28%,2.2112,4382523959
300628,亿联网络,制造业,计算机、通信和其他电子设备制造业,64.49,62.48,-3.12%,4.2812,37430018560
300632,光莆股份,制造业,计算机、通信和其他电子设备制造业,19.73,20,1.37%,3.7369,3659659940
300638,广和通,制造业,计算机、通信和其他电子设备制造业,66,64.67,-2.02%,8.1928,7837266762
300647,超频三,制造业,计算机、通信和其他电子设备制造业,15.81,16.45,4.05%,11.6988,3914785937
300656,民德电子,制造业,计算机、通信和其他电子设备制造业,24.68,23.12,-6.32%,6.8951,2288880000
300657,弘信电子,制造业,计算机、通信和其他电子设备制造业,35.81,35.31,-1.40%,4.4285,6242808000
300661,圣邦股份,制造业,计算机、通信和其他电子设备制造业,133.85,131.95,-1.42%,4.8762,13640239281
300666,江丰电子,制造业,计算机、通信和其他电子设备制造业,42.99,41.28,-3.98%,4.4893,9030412800
300672,国科微,制造业,计算机、通信和其他电子设备制造业,29.55,29.74,0.64%,4.4347,5353035300
300679,电连技术,制造业,计算机、通信和其他电子设备制造业,41.2,40.27,-2.26%,8.3313,11307816000
300686,智动力,制造业,计算机、通信和其他电子设备制造业,19.65,20.8,5.85%,10.4432,4252851200
300689,澄天伟业,制造业,计算机、通信和其他电子设备制造业,37.64,37.78,0.37%,7.9904,2569040000
300691,联合光电,制造业,计算机、通信和其他电子设备制造业,19.4,19.4,0.00%,3.2854,4372840704
300698,万马科技,制造业,计算机、通信和其他电子设备制造业,17.8,18.24,2.47%,6.562,2444160000
300701,森霸传感,制造业,计算机、通信和其他电子设备制造业,23.45,23.3,-0.64%,1.4103,2796000000
300708,聚灿光电,制造业,计算机、通信和其他电子设备制造业,16,16.29,1.81%,5.9406,4225381650
300709,精研科技,制造业,计算机、通信和其他电子设备制造业,68.19,66,-3.21%,10.8824,5850431400
300710,万隆光电,制造业,计算机、通信和其他电子设备制造业,27.6,27.24,-1.30%,3.1147,1869045360
300711,广哈通信,制造业,计算机、通信和其他电子设备制造业,17.66,17.65,-0.06%,3.235,3054070292
300726,宏达电子,制造业,计算机、通信和其他电子设备制造业,27.27,27.23,-0.15%,2.4302,10894723000
300735,光弘科技,制造业,计算机、通信和其他电子设备制造业,28.02,28.15,0.46%,2.9164,12979514600
300739,明阳电路,制造业,计算机、通信和其他电子设备制造业,22.03,21.87,-0.73%,7.3569,6062364000
300743,天地数码,制造业,计算机、通信和其他电子设备制造业,20.65,20.65,0.00%,2.1328,2026942050
300747,锐科激光,制造业,计算机、通信和其他电子设备制造业,89.02,90.4,1.55%,3.0173,17356800000
300748,金力永磁,制造业,计算机、通信和其他电子设备制造业,60.18,61.6,2.36%,5.6598,25466929981
300752,隆利科技,制造业,计算机、通信和其他电子设备制造业,35,34.85,-0.43%,4.1572,4051588512
300762,上海瀚讯,制造业,计算机、通信和其他电子设备制造业,57.82,58.18,0.62%,1.8515,7758884800
300782,卓胜微,制造业,计算机、通信和其他电子设备制造业,291,296.9,2.03%,3.7824,29690000000
300787,海能实业,制造业,计算机、通信和其他电子设备制造业,52.39,52.39,0.00%,0,4446863200
600060,海信电器,制造业,计算机、通信和其他电子设备制造业,7.73,7.71,-0.26%,1.6861,10088390222
600100,同方股份,制造业,计算机、通信和其他电子设备制造业,8.62,8.58,-0.46%,1.8626,25430253000
600118,中国卫星,制造业,计算机、通信和其他电子设备制造业,22.18,22.24,0.27%,1.8927,26298558362
600130,波导股份,制造业,计算机、通信和其他电子设备制造业,3.59,3.61,0.56%,5.2632,2772480000
600151,航天机电,制造业,计算机、通信和其他电子设备制造业,4.64,4.6,-0.86%,2.8322,6597560520
600171,上海贝岭,制造业,计算机、通信和其他电子设备制造业,15.05,14.92,-0.86%,2.5914,10501303453
600183,生益科技,制造业,计算机、通信和其他电子设备制造业,22.05,22.1,0.23%,4.1145,50303828614
600198,大唐电信,制造业,计算机、通信和其他电子设备制造业,11,10.83,-1.55%,3.6397,9553234752
600234,*综合T山水,制造业,计算机、通信和其他电子设备制造业,7.59,7.98,5.14%,5.6579,1615518122
600237,铜峰电子,制造业,计算机、通信和其他电子设备制造业,3.94,3.95,0.25%,2.5316,2229259782
600260,凯乐科技,制造业,计算机、通信和其他电子设备制造业,17.4,17.43,0.17%,2.5832,12458902106
600271,航天信息,制造业,计算机、通信和其他电子设备制造业,22.07,22.05,-0.09%,1.5426,41068456522
600288,大恒科技,制造业,计算机、通信和其他电子设备制造业,10.91,10.7,-1.92%,3.7649,4673760000
600330,天通股份,制造业,计算机、通信和其他电子设备制造业,7,6.93,-1.00%,2.2857,6906200509
600345,长江通信,制造业,计算机、通信和其他电子设备制造业,23.56,23.72,0.68%,2.6752,4696560000
600353,旭光股份,制造业,计算机、通信和其他电子设备制造业,5.25,5.24,-0.19%,1.912,2849092800
600355,精伦电子,制造业,计算机、通信和其他电子设备制造业,3.51,3.53,0.57%,3.3708,1737074876
600360,华微电子,制造业,计算机、通信和其他电子设备制造业,5.88,5.85,-0.51%,1.8707,5640987128
600363,联创光电,制造业,计算机、通信和其他电子设备制造业,12.05,11.82,-1.91%,2.4086,5241895185
600366,宁波韵升,制造业,计算机、通信和其他电子设备制造业,7.78,7.88,1.29%,2.8133,7794216121
600405,动力源,制造业,计算机、通信和其他电子设备制造业,4.58,4.6,0.44%,2.8322,2575737561
600435,北方导航,制造业,计算机、通信和其他电子设备制造业,8.75,8.81,0.69%,2.5143,13120909200
600460,士兰微,制造业,计算机、通信和其他电子设备制造业,14.91,14.76,-1.01%,2.2819,19366029423
600485,*综合T信威,制造业,计算机、通信和其他电子设备制造业,3.48,3.48,0.00%,0,10174624881
600498,烽火通信,制造业,计算机、通信和其他电子设备制造业,30.24,29.61,-2.08%,2.5359,34605225773
600525,长园集团,制造业,计算机、通信和其他电子设备制造业,6.1,6.29,3.11%,6.6993,8325863870
600552,凯盛科技,制造业,计算机、通信和其他电子设备制造业,4.99,4.97,-0.40%,1.8145,3796503495
600562,国睿科技,制造业,计算机、通信和其他电子设备制造业,15.2,15.23,0.20%,2.3684,9478401450
600563,法拉电子,制造业,计算机、通信和其他电子设备制造业,42.3,41.17,-2.67%,2.9579,9263250000
600584,长电科技,制造业,计算机、通信和其他电子设备制造业,15.2,15.13,-0.46%,2.2368,24251492017
600601,方正科技,制造业,计算机、通信和其他电子设备制造业,3.25,3.26,0.31%,1.2308,7155345325
600666,*综合T瑞德,制造业,计算机、通信和其他电子设备制造业,2.04,2.11,3.43%,4.9751,2589658366
600667,太极实业,制造业,计算机、通信和其他电子设备制造业,7.06,7,-0.85%,2.1216,14743331246
600703,三安光电,制造业,计算机、通信和其他电子设备制造业,12.18,11.93,-2.05%,3.1993,48655609391
600707,彩虹股份,制造业,计算机、通信和其他电子设备制造业,4.73,4.75,0.42%,3.178,17044851227
600734,实达集团,制造业,计算机、通信和其他电子设备制造业,9.19,8.97,-2.39%,3.7404,5582679675
600745,闻泰科技,制造业,计算机、通信和其他电子设备制造业,40.29,40.47,0.45%,3.125,25790170682
600764,中国海防,制造业,计算机、通信和其他电子设备制造业,30.4,30.2,-0.66%,1.2211,11923148539
600775,南京熊猫,制造业,计算机、通信和其他电子设备制造业,11.03,10.72,-2.81%,3.6664,7202109031
600776,东方通信,制造业,计算机、通信和其他电子设备制造业,19.55,19.28,-1.38%,3.3811,18431681234
600800,天津磁卡,制造业,计算机、通信和其他电子设备制造业,5.28,5.31,0.57%,2.6616,3245849260
600839,四川长虹,制造业,计算机、通信和其他电子设备制造业,2.74,2.72,-0.73%,2.1978,12556184284
600870,综合T厦华,制造业,计算机、通信和其他电子设备制造业,2.94,2.92,-0.68%,1.7007,1527743022
600888,新疆众和,制造业,计算机、通信和其他电子设备制造业,4.8,4.8,0.00%,2.3013,4963979712
600898,国美通讯,制造业,计算机、通信和其他电子设备制造业,7.41,7.44,0.40%,1.2064,1878777221
600980,北矿科技,制造业,计算机、通信和其他电子设备制造业,16.83,17.38,3.27%,4.5401,2697547714
600990,四创电子,制造业,计算机、通信和其他电子设备制造业,48.55,48.83,0.58%,3.069,7772715941
601138,工业富联,制造业,计算机、通信和其他电子设备制造业,15,14.77,-1.53%,2.5845,2.93E+11
601231,环旭电子,制造业,计算机、通信和其他电子设备制造业,13.67,13.67,0.00%,2.2628,29744875339
601869,长飞光纤,制造业,计算机、通信和其他电子设备制造业,33.22,34.27,3.16%,6.2669,13925214021
603005,晶方科技,制造业,计算机、通信和其他电子设备制造业,18.01,17.99,-0.11%,2.4336,4131933395
603019,中科曙光,制造业,计算机、通信和其他电子设备制造业,35.19,34.88,-0.88%,2.4459,31402594835
603023,威帝股份,制造业,计算机、通信和其他电子设备制造业,4.45,4.37,-1.80%,2.2779,1887976239
603025,大豪科技,制造业,计算机、通信和其他电子设备制造业,8.61,8.5,-1.28%,1.8648,7836071044
603042,华脉科技,制造业,计算机、通信和其他电子设备制造业,16.02,16.05,0.19%,2.6642,2182800000
603068,博通集成,制造业,计算机、通信和其他电子设备制造业,92.84,93.2,0.39%,4.0082,12928101369
603083,剑桥科技,制造业,计算机、通信和其他电子设备制造业,31.92,32,0.25%,3.0711,4120960704
603106,恒银金融,制造业,计算机、通信和其他电子设备制造业,9.59,9.39,-2.09%,3.481,3759756000
603115,海星股份,制造业,计算机、通信和其他电子设备制造业,28.57,26.5,-7.25%,8.4328,5512000000
603118,共进股份,制造业,计算机、通信和其他电子设备制造业,11.01,11.37,3.27%,7.5349,8820087985
603133,碳元科技,制造业,计算机、通信和其他电子设备制造业,19.89,19.6,-1.46%,6.9157,4125898000
603160,汇顶科技,制造业,计算机、通信和其他电子设备制造业,196.85,193.88,-1.51%,3.7602,88407880380
603186,华正新材,制造业,计算机、通信和其他电子设备制造业,35.28,37.88,7.37%,10.9322,4899778000
603228,景旺电子,制造业,计算机、通信和其他电子设备制造业,47.9,46.82,-2.25%,4.3081,28203038780
603236,移远通信,制造业,计算机、通信和其他电子设备制造业,141.4,137.2,-2.97%,4.1993,12235496000
603267,鸿远电子,制造业,计算机、通信和其他电子设备制造业,55.6,54.8,-1.44%,4.0143,9060632000
603327,福蓉科技,制造业,计算机、通信和其他电子设备制造业,30.2,29.68,-1.72%,4.4233,11901680000
603328,依顿电子,制造业,计算机、通信和其他电子设备制造业,11.15,11.21,0.54%,2.957,11183138833
603380,易德龙,制造业,计算机、通信和其他电子设备制造业,14.89,14.74,-1.01%,1.9476,2358400000
603386,广东骏亚,制造业,计算机、通信和其他电子设备制造业,17.65,17.42,-1.30%,3.0595,3591014544
603496,恒为科技,制造业,计算机、通信和其他电子设备制造业,20.28,20.31,0.15%,3.2226,4116154706
603501,韦尔股份,制造业,计算机、通信和其他电子设备制造业,79.92,84.59,5.84%,10.9484,38547996285
603516,淳中科技,制造业,计算机、通信和其他电子设备制造业,33.79,34.68,2.63%,6.5217,4541879378
603528,多伦科技,制造业,计算机、通信和其他电子设备制造业,7.07,7.12,0.71%,2.8289,4463492400
603595,东尼电子,制造业,计算机、通信和其他电子设备制造业,23.6,24,1.69%,4.8667,4798832640
603633,徕木股份,制造业,计算机、通信和其他电子设备制造业,8.67,8.72,0.58%,2.3068,1773573880
603660,苏州科达,制造业,计算机、通信和其他电子设备制造业,13.96,14.06,0.72%,3.3789,7083518223
603678,火炬电子,制造业,计算机、通信和其他电子设备制造业,24.65,24.72,0.28%,2.2645,11189902284
603712,七一二,制造业,计算机、通信和其他电子设备制造业,23.11,23.57,1.99%,6.8469,18196040000
603773,沃格光电,制造业,计算机、通信和其他电子设备制造业,30.06,30.11,0.17%,1.5542,2848272191
603803,瑞斯康达,制造业,计算机、通信和其他电子设备制造业,15.15,14.9,-1.65%,2.5557,6273727799
603890,春秋电子,制造业,计算机、通信和其他电子设备制造业,10.33,10.29,-0.39%,2.8183,2819305650
603920,世运电路,制造业,计算机、通信和其他电子设备制造业,16.6,16.99,2.35%,5.4119,6954040980
603933,睿能科技,制造业,计算机、通信和其他电子设备制造业,14.02,13.88,-1.00%,2.7997,2793116816
603936,博敏电子,制造业,计算机、通信和其他电子设备制造业,17.03,16.55,-2.82%,4.5428,5213883584
603986,兆易创新,制造业,计算机、通信和其他电子设备制造业,103,102.82,-0.17%,2.8055,32957783273
603989,艾华集团,制造业,计算机、通信和其他电子设备制造业,19.9,19.95,0.25%,1.949,7780543132
603996,综合T中新,制造业,计算机、通信和其他电子设备制造业,4.72,4.73,0.21%,1.4831,1419709500
900941,东信B股,制造业,计算机、通信和其他电子设备制造业,0.503,0.501,-0.40%,1.9841,1006363710
2058,威尔泰,制造业,仪器仪表制造业,13.13,13.23,0.76%,5.9633,1897821432
2121,科陆电子,制造业,仪器仪表制造业,4.27,4.36,2.11%,5.3488,6140402281
2338,奥普光电,制造业,仪器仪表制造业,13.06,12.97,-0.69%,1.8363,3112800000
2658,雪迪龙,制造业,仪器仪表制造业,7.28,7.26,-0.27%,1.7857,4391534709
2747,埃斯顿,制造业,仪器仪表制造业,9.6,9.35,-2.60%,3.1185,7806609675
2767,先锋电子,制造业,仪器仪表制造业,16.39,16.42,0.18%,0.733,2463000000
2849,威星智能,制造业,仪器仪表制造业,15.72,15.54,-1.15%,2.3077,2057605557
2857,三晖电气,制造业,仪器仪表制造业,13.53,13.75,1.63%,1.6987,1760000000
2870,香山股份,制造业,仪器仪表制造业,22.28,21.99,-1.30%,3.9374,2433633300
2877,智能自控,制造业,仪器仪表制造业,8.32,8.5,2.16%,6.7227,2826188800
300007,汉威科技,制造业,仪器仪表制造业,12.73,12.79,0.47%,2.0281,3747761689
300066,三川智慧,制造业,仪器仪表制造业,4.43,4.39,-0.90%,3.1461,4565746020
300112,万讯自控,制造业,仪器仪表制造业,7.79,7.98,2.44%,7.1151,2283988358
300137,先河环保,制造业,仪器仪表制造业,7.49,7.48,-0.13%,1.6021,4121723474
300165,天瑞仪器,制造业,仪器仪表制造业,5.59,5.58,-0.18%,1.9678,2576620800
300203,聚光科技,制造业,仪器仪表制造业,20.95,20.8,-0.72%,2.148,9412361920
300259,新天科技,制造业,仪器仪表制造业,3.39,3.38,-0.29%,2.0649,3973723898
300286,安科瑞,制造业,仪器仪表制造业,10.05,10.01,-0.40%,2.1847,2152306406
300306,远方信息,制造业,仪器仪表制造业,9.44,9.46,0.21%,2.3404,2595580935
300354,东华测试,制造业,仪器仪表制造业,13.42,13.87,3.35%,6.1057,1918501188
300360,炬华科技,制造业,仪器仪表制造业,7.73,7.77,0.52%,1.6753,3182740796
300370,安控科技,制造业,仪器仪表制造业,3.18,3.29,3.46%,10.3774,3149011472
300371,汇中股份,制造业,仪器仪表制造业,11.52,11.61,0.78%,4.1558,1948415742
300416,苏试试验,制造业,仪器仪表制造业,19.16,19.34,0.94%,2.3474,2622069372
300417,南华仪器,制造业,仪器仪表制造业,47.1,50.67,7.58%,9.9536,4134672000
300430,诚益通,制造业,仪器仪表制造业,8.34,8.27,-0.84%,1.8094,2249513570
300445,康斯特,制造业,仪器仪表制造业,12.89,12.9,0.08%,2.8704,2114623728
300466,赛摩电气,制造业,仪器仪表制造业,6.38,6.09,-4.55%,5.9113,3366243596
300480,光力科技,制造业,仪器仪表制造业,16.02,16.27,1.56%,2.963,3120633687
300515,三德科技,制造业,仪器仪表制造业,9.3,9.25,-0.54%,2.6882,1869055000
300553,集智股份,制造业,仪器仪表制造业,39.7,39.9,0.50%,3.3501,1915200000
300557,理工光科,制造业,仪器仪表制造业,27.7,27.51,-0.69%,2.1354,1531441535
300567,精测电子,制造业,仪器仪表制造业,50.17,49.55,-1.24%,4.3762,12159629460
300572,安车检测,制造业,仪器仪表制造业,50.2,49.63,-1.14%,3.1994,9610809002
300607,拓斯达,制造业,仪器仪表制造业,41.4,40.7,-1.69%,2.65,5367071882
300648,星云股份,制造业,仪器仪表制造业,17.7,17.6,-0.56%,2.5814,2383040000
300667,必创科技,制造业,仪器仪表制造业,30.25,30.27,0.07%,2.1424,3143509230
300720,海川智能,制造业,仪器仪表制造业,15.04,15.39,2.33%,5.9721,1662120000
600071,凤凰光学,制造业,仪器仪表制造业,10.44,10.32,-1.15%,2.2308,2905842534
601222,林洋能源,制造业,仪器仪表制造业,4.24,4.25,0.24%,1.6548,7470100662
601567,三星医疗,制造业,仪器仪表制造业,5.73,5.81,1.40%,2.0942,8055966198
603100,川仪股份,制造业,仪器仪表制造业,8.45,8.46,0.12%,2.2485,3341700000
603297,永新光学,制造业,仪器仪表制造业,34.43,34.59,0.46%,1.9125,3777228000
603416,信捷电气,制造业,仪器仪表制造业,26.8,26.91,0.41%,2.7361,3782469600
603556,海兴电力,制造业,仪器仪表制造业,13.66,13.67,0.07%,0.9517,6759324247
603662,柯力传感,制造业,仪器仪表制造业,49.4,46.86,-5.14%,6.0071,5595105274
603700,宁波水表,制造业,仪器仪表制造业,22.99,22.95,-0.17%,2.0444,3588003000
587,金洲慈航,制造业,其他制造业,2.45,2.57,4.90%,7.6305,5458035778
2098,浔兴股份,制造业,其他制造业,4.86,4.88,0.41%,2.2822,1747040000
2345,潮宏基,制造业,其他制造业,4.48,4.58,2.23%,3.0905,4146790198
2574,明牌珠宝,制造业,其他制造业,5.87,5.91,0.68%,2.1959,3120480000
2718,友邦吊顶,制造业,其他制造业,16.67,16.69,0.12%,0.5999,2193864266
2721,金一文化,制造业,其他制造业,5.79,5.91,2.07%,2.5641,4933184290
2731,萃华珠宝,制造业,其他制造业,9.89,10.33,4.45%,5.0949,2646091480
300163,先锋新材,制造业,其他制造业,3.83,3.88,1.31%,3.3679,1839120000
300706,阿石创,制造业,其他制造业,24.5,24.64,0.57%,4.7254,3477196800
300722,新余国科,制造业,其他制造业,23.43,23.59,0.68%,2.911,2642080000
600086,东方金钰,制造业,其他制造业,3.3,3.34,1.21%,2.719,4509000000
600612,老凤祥,制造业,其他制造业,50.1,49.99,-0.22%,1.9968,15852310404
600687,*综合T刚泰,制造业,其他制造业,2.11,2.1,-0.47%,2.3585,3126302138
600891,*综合T秋林,制造业,其他制造业,1.52,1.53,0.66%,2.6316,944906278.6
601606,长城军工,制造业,其他制造业,13.89,13.95,0.43%,2.8118,10102986180
603038,华立股份,制造业,其他制造业,14.1,13.99,-0.78%,2.0626,1840873353
603059,倍加洁,制造业,其他制造业,24.12,24.05,-0.29%,1.5391,2405000000
603628,清源股份,制造业,其他制造业,7.6,7.48,-1.58%,2.5401,2048024000
603738,泰晶科技,制造业,其他制造业,23.01,22.57,-1.91%,2.4128,3671264706
900905,老凤祥B,制造业,其他制造业,3.384,3.373,-0.33%,1.0343,4652610500
820,*综合T节能,制造业,废弃资源综合利用业,1.76,1.79,1.70%,3.9773,1140668947
2340,格林美,制造业,废弃资源综合利用业,4.55,4.57,0.44%,2.8571,18963826800
2672,东江环保,制造业,废弃资源综合利用业,10.03,10.07,0.40%,3.7811,6838835092
300779,惠城环保,制造业,废弃资源综合利用业,35.16,35.97,2.30%,3.5093,3597000000
600217,中再资环,制造业,废弃资源综合利用业,5.65,5.55,-1.77%,4.0925,7707061790
600614,*综合T鹏起,制造业,废弃资源综合利用业,1.32,1.33,0.76%,5.303,2010278585
900907,*综合T鹏起B,制造业,废弃资源综合利用业,0.092,0.088,-4.35%,4.4944,142170981.9
300736,百邦科技,制造业,金属制品、机械和设备修理业,11.93,11.76,-1.42%,1.8472,1536884294
27,深圳能源,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,6.26,6.1,-2.56%,3.8339,24183398742
37,深南电A,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,13.38,13.07,-2.32%,4.7226,4429529521
40,东旭蓝天,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,5.22,5.25,0.57%,3.8388,7806087818
531,穗恒运A,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,6.81,6.96,2.20%,3.5398,4768176427
539,粤电力A,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,3.89,3.99,2.57%,3.866,17762985184
543,皖能电力,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,4.9,4.84,-1.22%,1.636,10971618522
591,太阳能,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,3.1,3.12,0.65%,2.2581,9382145860
600,建投能源,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,5.9,5.86,-0.68%,1.5306,10498930563
601,韶能股份,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,5.6,5.83,4.11%,6.4286,6299616230
690,宝新能源,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,6.01,6,-0.17%,0.8306,13055327172
692,惠天热电,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,2.78,2.76,-0.72%,2.1661,1470619014
720,新能泰山,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,4.94,4.99,1.01%,2.4194,6435358300
722,湖南发展,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,6.85,7.01,2.34%,3.2117,3253749557
767,漳泽电力,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,2.6,2.58,-0.77%,1.1538,7938510925
791,甘肃电投,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,3.86,3.87,0.26%,1.8088,5261561752
862,银星能源,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,5.71,5.81,1.75%,2.7875,4102551373
875,吉电股份,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,2.88,2.89,0.35%,1.7301,6202847402
883,湖北能源,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,4.19,4.17,-0.48%,0.9547,27136064357
899,赣能股份,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,4.97,4.94,-0.60%,1.4141,4819848134
958,东方能源,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,5.6,5.59,-0.18%,1.5929,6161707333
966,长源电力,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,5.7,5.6,-1.75%,2.4561,6206390848
993,闽东电力,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,7.69,7.67,-0.26%,1.6993,3512487660
1896,豫能控股,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,3.35,3.36,0.30%,1.7857,3865975166
2015,协鑫能科,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,5.73,5.61,-2.09%,4.0351,7587307960
2039,黔源电力,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,14.4,14.4,0.00%,1.2491,4397740733
2479,富春环保,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,6.45,6.58,2.02%,4.031,5883178000
2499,*综合T科林,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,4.02,3.99,-0.75%,1.5,754110000
2608,江苏国信,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,7.64,7.61,-0.39%,1.3055,28751186547
2893,华通热力,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,13.29,13.18,-0.83%,1.8811,2096927456
200037,深南电B,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,4.95,4.97,0.40%,1.4141,1118547836
200539,粤电力B,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,2.38,2.4,0.84%,1.2605,1634443372
300335,迪森股份,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,5.89,5.86,-0.51%,1.3629,2126691540
600011,华能国际,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,6.8,6.79,-0.15%,1.9034,74674450350
600021,上海电力,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,8.75,8.55,-2.29%,2.291,22376753884
600023,浙能电力,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,4.1,4.09,-0.24%,0.9732,55626822051
600025,华能水电,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,4.79,4.83,0.84%,2.9167,86940000000
600027,华电国际,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,4.1,4.14,0.98%,2.1951,33723376239
600098,广州发展,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,6.14,6.11,-0.49%,1.1401,16657060969
600101,明星电力,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,6.59,6.54,-0.76%,1.214,2756169662
600116,三峡水利,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,6.8,7.21,6.03%,9.4256,7159569669
600131,岷江水电,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,14.4,14.84,3.06%,5.1282,7481217300
600163,中闽能源,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,3.73,3.73,0.00%,1.6086,3728005308
600167,联美控股,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,12.67,12.32,-2.76%,3.4564,28189631932
600236,桂冠电力,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,4.83,4.8,-0.62%,1.6598,37835413450
600310,桂东电力,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,4.59,4.51,-1.74%,1.9608,3733265250
600396,*综合T金山,电力、热力、燃气及水的生产和供应业,电力、热力生产和供应业,1.73,1.73,0.00%,1.1561,2547782793
